ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-27_16-25-48
Critic FileNotFound when load_model: output/2022-04-27_16-25-48
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  3.15e+06    50.50 |    0.00     1.67 |  127    0 |    0.18    -0.06    -0.12     9.30
 O  3.16e+06    50.50 |   -0.35     1.11 |  127    0 |    0.19     0.05    -0.13    -0.24
 O  3.17e+06    50.50 |   15.65    67.53 |  124   14 |    0.12    -0.01    -0.15     0.31
 O  3.19e+06    50.50 |    0.05     1.28 |  127    0 |    0.17    -0.05    -0.13     9.53
 O  3.20e+06    50.50 |   -0.90     2.98 |  127    0 |    0.14     0.03    -0.07    -0.34
 O  3.21e+06    50.50 |   -0.50     2.58 |  126    5 |    0.12    -0.08    -0.14    -0.56
 O  3.22e+06    50.50 |   -0.60     1.96 |  127    0 |    0.11     0.01    -0.10    -0.09
 O  3.24e+06    50.50 |   15.55    67.56 |  125    8 |    0.18     0.10    -0.13    -0.64
 O  3.25e+06    50.50 |   -0.55     2.11 |  125    7 |    0.14     0.06    -0.08     0.38
 O  3.26e+06    50.50 |    0.40     2.01 |  127    0 |    0.14     0.01    -0.25    -0.31
 O  3.27e+06    50.50 |   -0.05     1.28 |  127    0 |    0.10     0.02    -0.08    -0.06
 O  3.28e+06    50.50 |    0.15     1.82 |  127    0 |    0.14     0.05    -0.11    -0.41
 O  3.30e+06    50.50 |   15.70    66.62 |  126    2 |    0.20     0.03    -0.12    19.66
 O  3.31e+06    50.50 |   15.50    66.88 |  127    1 |    0.14    -0.14    -0.11     9.94
 O  3.32e+06    50.50 |    0.65     1.65 |  127    0 |    0.08    -0.16    -0.12     0.22
 O  3.33e+06    50.50 |   -0.50     2.18 |  127    0 |    0.07     0.06    -0.11     9.75
 O  3.35e+06    50.50 |   -0.40     0.80 |  127    0 |    0.13    -0.06    -0.07    -0.12
 O  3.36e+06    50.50 |   15.75    67.53 |  124   14 |    0.14     0.03    -0.08    -0.53
 O  3.37e+06    50.50 |   14.80    66.82 |  126    5 |    0.09     0.01    -0.06    10.12
 O  3.38e+06    50.50 |   -0.10     1.79 |  127    0 |    0.11     0.03    -0.08     0.09
 O  3.40e+06    50.50 |   15.70    67.54 |  125    7 |    0.14     0.06    -0.08    -0.06
 O  3.41e+06    50.50 |   -0.40     1.77 |  125    8 |    0.12     0.05    -0.08     0.75
 O  3.42e+06    50.50 |    0.55     1.69 |  127    0 |    0.14     0.04    -0.08    -0.03
 O  3.43e+06    50.50 |   16.00    66.78 |  126    4 |    0.15     0.02    -0.05     9.36
 O  3.44e+06    50.50 |   14.85    66.36 |  127    1 |    0.14    -0.02    -0.03     0.22
 O  3.46e+06    50.50 |   -0.40     1.07 |  127    1 |    0.17     0.02    -0.04    -0.59
 O  3.47e+06    50.50 |   15.55    66.89 |  126    6 |    0.10    -0.00    -0.03    -0.34
 O  3.48e+06    50.50 |    0.10     1.64 |  127    0 |    0.10     0.07    -0.11     9.19
 O  3.49e+06    50.50 |    0.45     1.66 |  127    0 |    0.16    -0.03    -0.07    -0.12
 O  3.51e+06    50.50 |    0.65     1.65 |  127    0 |    0.12     0.00    -0.07    10.34
 O  3.52e+06    50.50 |    0.15     1.46 |  127    0 |    0.12     0.01    -0.08    18.61
 O  3.53e+06    50.50 |   30.80    91.91 |  127    1 |    0.07    -0.02    -0.06    -0.19
 O  3.54e+06    50.50 |   -0.65     2.33 |  126    2 |    0.11    -0.03    -0.05     0.06
 O  3.56e+06    50.50 |   15.35    66.91 |  125    9 |    0.10     0.05    -0.09    -0.09
 O  3.57e+06    50.50 |    0.45     1.32 |  127    0 |    0.17     0.02    -0.12     0.22
 O  3.58e+06    50.50 |    0.10     2.05 |  127    0 |    0.08    -0.13    -0.07     0.03
 O  3.59e+06    50.50 |   -0.10     0.44 |  127    0 |    0.06    -0.11    -0.09     0.12
 O  3.60e+06    50.50 |    0.25     1.09 |  127    0 |    0.05    -0.05    -0.07     0.12
 O  3.62e+06    50.50 |    0.00     0.00 |  127    0 |    0.10    -0.00    -0.09    -0.06
 O  3.63e+06    50.50 |    0.85     1.80 |  127    0 |    0.12     0.10    -0.08     0.25
 O  3.64e+06    50.50 |    0.00     1.26 |  127    0 |    0.16     0.05    -0.11     9.56
 O  3.65e+06    50.50 |   15.35    65.76 |  126    2 |    0.06     0.08    -0.09     0.22
 O  3.67e+06    50.50 |   14.90    66.81 |  125    8 |    0.18     0.09    -0.12     9.50
 O  3.68e+06    50.50 |   -0.05     1.28 |  127    0 |    0.09     0.07    -0.11     9.56
 O  3.69e+06    50.50 |    0.25     1.09 |  127    0 |    0.12     0.05    -0.05     9.97
 O  3.70e+06    50.50 |   -0.35     2.52 |  124   13 |    0.16    -0.02    -0.08     0.25
 O  3.72e+06    50.50 |    0.00     1.70 |  127    0 |    0.21     0.05    -0.10    19.12
 O  3.73e+06    50.50 |    0.05     1.66 |  127    0 |    0.05     0.05    -0.04     0.38
 O  3.74e+06    50.50 |   -0.10     0.44 |  127    0 |    0.09    -0.04    -0.05     0.34
 O  3.75e+06    50.50 |   15.15    67.66 |  123   15 |    0.09     0.08    -0.04    -0.03
 O  3.76e+06    50.50 |    0.10     1.64 |  127    0 |    0.14    -0.02    -0.07     9.72
 O  3.78e+06    50.50 |   -0.10     0.44 |  127    0 |    0.07     0.02    -0.06     0.12
 O  3.79e+06    50.50 |   15.60    66.88 |  126    4 |    0.12     0.10    -0.09    -0.50
 O  3.80e+06    50.50 |    0.10     1.22 |  127    0 |    0.15    -0.01    -0.07     0.00
 O  3.81e+06    50.50 |    0.05     1.32 |  127    0 |    0.09     0.02    -0.12    -0.16
 O  3.83e+06    50.50 |   -0.20     1.12 |  127    0 |    0.13     0.09    -0.06     8.97
 O  3.84e+06    50.50 |    0.25     1.09 |  127    0 |    0.04     0.06    -0.04     0.09
 O  3.85e+06    50.50 |   -0.20     1.12 |  127    0 |    0.04     0.13    -0.09     0.00
 O  3.86e+06    50.50 |    0.00     1.52 |  127    0 |    0.13    -0.08    -0.09     0.25
 O  3.87e+06    50.50 |   -0.35     1.15 |  127    0 |    0.02     0.08    -0.07     0.03
 O  3.89e+06    50.50 |   15.50    67.57 |  125   10 |    0.15     0.00    -0.09     0.22
 O  3.90e+06    50.50 |   15.40    66.90 |  126    3 |    0.12    -0.02    -0.09     0.19
 O  3.91e+06    50.50 |    0.00     0.00 |  127    0 |    0.16     0.05    -0.06    -0.12
 O  3.92e+06    50.50 |    0.20     0.60 |  127    0 |    0.13     0.07    -0.09     9.69
 O  3.94e+06    50.50 |   -0.05     0.22 |  127    0 |    0.06     0.02    -0.06     0.22
 O  3.95e+06    50.50 |    0.15     1.19 |  127    0 |    0.09    -0.05    -0.03    -0.31
 O  3.96e+06    50.50 |   -0.25     1.09 |  127    0 |    0.14    -0.01    -0.06    -0.56
 O  3.97e+06    50.50 |   -0.20     0.60 |  127    0 |    0.17    -0.04    -0.05     9.41
 O  3.99e+06    50.50 |    0.25     2.26 |  126    4 |    0.21     0.03    -0.09    19.31
 O  4.00e+06    50.50 |    0.45     1.60 |  127    0 |    0.14    -0.02    -0.05     9.39
 O  4.01e+06    50.50 |   -0.15     1.19 |  127    0 |    0.09    -0.02    -0.04     0.00
 O  4.02e+06    50.50 |    0.00     1.58 |  127    0 |    0.09     0.10    -0.04     9.53
 O  4.03e+06    50.50 |    0.25     1.09 |  127    0 |    0.08     0.05    -0.06    -0.09
 O  4.05e+06    50.50 |    0.45     1.60 |  127    0 |    0.16    -0.02    -0.04    -0.16
 O  4.06e+06    50.50 |    0.95     1.91 |  127    0 |    0.14     0.07    -0.05     0.38
 O  4.07e+06    50.50 |    0.25     1.26 |  127    0 |    0.19    -0.03    -0.06     0.28
 O  4.08e+06    50.50 |   -0.05     0.50 |  127    0 |    0.14    -0.03    -0.04    -0.31
 O  4.10e+06    50.50 |   -0.20     1.12 |  127    0 |    0.08    -0.02    -0.05     0.06
 O  4.11e+06    50.50 |    0.00     0.00 |  127    0 |    0.11    -0.04    -0.08    -0.03
 O  4.12e+06    50.50 |   -0.10     1.04 |  127    0 |    0.07     0.02    -0.08    -0.16
 O  4.13e+06    50.50 |    0.25     1.09 |  127    0 |    0.14     0.14    -0.05     0.00
 O  4.15e+06    50.50 |    0.25     1.09 |  127    0 |    0.07    -0.11    -0.07     0.25
 O  4.16e+06    50.50 |    0.15     0.79 |  127    0 |    0.08    -0.01    -0.08     0.06
 O  4.17e+06    50.50 |    0.05     0.80 |  127    0 |    0.13     0.02    -0.04    -0.31
 O  4.18e+06    50.50 |    0.05     1.28 |  127    0 |    0.11    -0.09    -0.06    -0.28
 O  4.19e+06    50.50 |    0.50     1.28 |  127    0 |    0.11    -0.02    -0.08    -0.12
[34m[1mwandb[39m[22m: Network error resolved after 0:01:25.997290, resuming normal operation.
 O  4.21e+06    50.50 |    0.15     1.19 |  127    0 |    0.06     0.08    -0.07     0.12
 O  4.22e+06    50.50 |    0.00     0.00 |  127    0 |    0.06     0.04    -0.06    -0.09
 O  4.23e+06    50.50 |   -0.15     1.15 |  127    0 |    0.20     0.02    -0.08    19.09
 O  4.24e+06    50.50 |   -0.25     1.09 |  127    0 |    0.11    -0.03    -0.05     0.03
 O  4.26e+06    50.50 |    0.25     1.09 |  127    0 |    0.09    -0.04    -0.04     0.31
 O  4.27e+06    50.50 |    0.05     0.22 |  127    0 |    0.13     0.05    -0.04    -0.31
 O  4.28e+06    50.50 |   -0.10     1.76 |  127    0 |    0.12     0.04    -0.07    -0.12
 O  4.29e+06    50.50 |    0.15     1.19 |  127    0 |    0.06     0.04    -0.06    -0.06
 O  4.30e+06    50.50 |   15.20    66.95 |  127    0 |    0.09    -0.05    -0.06    -0.28
 O  4.32e+06    50.50 |    0.00     0.00 |  127    0 |    0.11     0.04    -0.10    -0.03
 O  4.33e+06    50.50 |    0.15     1.19 |  127    0 |    0.08     0.06    -0.07     0.16
 O  4.34e+06    50.50 |    0.10     0.44 |  127    0 |    0.10    -0.01    -0.08     0.16
 O  4.35e+06    50.50 |    0.20     1.12 |  127    0 |    0.20    -0.06    -0.08    -0.50
 O  4.37e+06    50.50 |    0.05     0.22 |  127    0 |    0.06     0.05    -0.06     0.00
 O  4.38e+06    50.50 |    0.75     2.38 |  127    0 |    0.12    -0.14    -0.13     0.03
 O  4.39e+06    50.50 |   -0.25     1.09 |  127    0 |    0.19     0.03    -0.09     0.03
 O  4.40e+06    50.50 |    0.35     1.15 |  127    0 |    0.12     0.01    -0.05    -0.22
 O  4.42e+06    50.50 |    0.10     0.44 |  127    0 |    0.09     0.07    -0.08    -0.12
 O  4.43e+06    50.50 |   -0.50     1.50 |  127    0 |    0.12     0.00    -0.07    -0.28
 O  4.44e+06    50.50 |   -0.15     1.19 |  127    0 |    0.14     0.05    -0.05     9.69
 O  4.45e+06    50.50 |   -0.10     0.44 |  127    0 |    0.06    -0.01    -0.06     0.03
 O  4.46e+06    50.50 |    0.00     0.00 |  127    0 |    0.04    -0.06    -0.08     0.09
 O  4.48e+06    50.50 |    0.00     0.00 |  127    0 |    0.03     0.01    -0.05     0.00
 O  4.49e+06    50.50 |    0.20     1.12 |  127    0 |    0.09     0.05    -0.06    -0.16
 O  4.50e+06    50.50 |    0.25     1.09 |  127    0 |    0.04    -0.01    -0.05     0.06
 O  4.51e+06    50.50 |    0.00     0.00 |  127    0 |    0.04    -0.11    -0.04    -0.09
 O  4.53e+06    50.50 |    0.05     0.22 |  127    0 |    0.12    -0.04    -0.07     0.47
 O  4.54e+06    50.50 |    0.05     1.60 |  127    0 |    0.18    -0.08    -0.04     9.66
 O  4.55e+06    50.50 |    0.25     1.09 |  127    0 |    0.09     0.07    -0.01     0.16
 O  4.56e+06    50.50 |   14.90    67.72 |  123   17 |    0.00     0.09    -0.06     0.00
 O  4.58e+06    50.50 |    0.30     1.10 |  127    0 |    0.04    -0.04    -0.05     0.00
 O  4.59e+06    50.50 |   -0.15     1.65 |  127    0 |    0.12     0.01    -0.03     9.56
 O  4.60e+06    50.50 |    0.00     1.10 |  127    0 |    0.08     0.00    -0.03     0.50
 O  4.61e+06    50.50 |    0.20     0.60 |  127    0 |    0.12    -0.05    -0.05     0.16
 O  4.62e+06    50.50 |   -0.15     1.19 |  127    0 |    0.17     0.05    -0.06     9.50
 O  4.64e+06    50.50 |   15.15    66.96 |  127    2 |    0.07    -0.03    -0.05    -0.12
 O  4.65e+06    50.50 |    0.00     0.00 |  127    0 |    0.14    -0.08    -0.02     0.22
 O  4.66e+06    50.50 |    0.05     1.72 |  127    0 |    0.07    -0.05    -0.06     0.00
 O  4.67e+06    50.50 |    0.60     1.53 |  127    0 |    0.03    -0.02    -0.01    -0.06
 O  4.69e+06    50.50 |   -0.25     1.09 |  127    0 |    0.10     0.05    -0.06     0.25
 O  4.70e+06    50.50 |   15.40    67.61 |  124   10 |    0.04    -0.01    -0.04    -0.16
 O  4.71e+06    50.50 |   -0.25     1.09 |  127    0 |    0.17    -0.12    -0.05     9.53
 O  4.72e+06    50.50 |   -0.60     1.53 |  127    0 |    0.03    -0.10    -0.05     0.00
 O  4.73e+06    50.50 |   -0.10     0.44 |  127    0 |    0.11     0.04    -0.10     9.59
 O  4.75e+06    50.50 |    0.10     0.44 |  127    0 |    0.11    -0.06    -0.04     9.53
 O  4.76e+06    50.50 |    0.00     1.58 |  127    0 |    0.09    -0.07    -0.03    -0.06
 O  4.77e+06    50.50 |    0.25     1.09 |  127    0 |    2.75    -0.10    -0.04     0.00
 O  4.78e+06    50.50 |    0.00     0.00 |  127    0 |    0.11    -0.03    -0.03     0.00
 O  4.80e+06    50.50 |   -0.35     1.53 |  125    7 |    0.12     0.04    -0.04    -0.31
 O  4.81e+06    50.50 |    0.35     1.15 |  127    0 |    0.05     0.07    -0.02     0.09
 O  4.82e+06    50.50 |   -0.35     1.15 |  127    0 |    0.16    -0.01    -0.05    -0.59
 O  4.83e+06    50.50 |   -0.35     1.15 |  127    0 |    0.16    -0.00    -0.02     9.81
 O  4.85e+06    50.50 |   -0.05     0.22 |  127    0 |    0.13     0.04    -0.02     0.38
 O  4.86e+06    50.50 |   -0.15     1.98 |  127    0 |    0.08     0.02    -0.03     0.09
 O  4.87e+06    50.50 |    0.25     1.09 |  127    0 |    0.03    -0.05    -0.04     0.09
 O  4.88e+06    50.50 |    0.30     1.10 |  127    0 |    0.07    -0.13    -0.04     0.09
 O  4.89e+06    50.50 |   30.80    92.58 |  123   12 |    0.11    -0.07    -0.02     0.44
 O  4.91e+06    50.50 |    0.15     1.19 |  127    0 |    0.13    -0.06    -0.03     0.15
 O  4.92e+06    50.50 |    0.45     1.20 |  127    0 |    0.08    -0.01    -0.03     0.06
 O  4.93e+06    50.50 |   15.50    67.56 |  126    4 |    0.06    -0.12    -0.04    -0.22
 O  4.94e+06    50.50 |    0.10     1.22 |  127    0 |    0.19     0.02    -0.05     0.28
 O  4.96e+06    50.50 |   -0.75     1.89 |  127    0 |    0.10     0.18    -0.03    -0.06
 O  4.97e+06    50.50 |    0.15     1.19 |  127    0 |    0.12    -0.01    -0.02     9.30
 O  4.98e+06    50.50 |   -0.10     0.44 |  127    0 |    0.10    -0.09    -0.03     0.16
 O  4.99e+06    50.50 |    0.00     0.00 |  127    0 |    0.14     0.09    -0.05     0.50
 O  5.01e+06    50.50 |   15.35    66.91 |  125    7 |    0.14    -0.01    -0.03     0.56
 O  5.02e+06    50.50 |    0.40     1.59 |  127    0 |    0.08     0.06    -0.04     0.16
 O  5.03e+06    50.50 |   -0.40     2.24 |  124   14 |    0.16     0.05    -0.03     9.69
 O  5.04e+06    50.50 |    0.25     1.09 |  127    0 |    0.15     0.09    -0.04     0.16
 O  5.05e+06    50.50 |    0.35     1.96 |  127    0 |    0.13    -0.01    -0.03    -0.53
 O  5.07e+06    50.50 |    0.20     0.51 |  127    0 |    0.13    -0.03    -0.06     0.47
 O  5.08e+06    50.50 |    0.10     0.44 |  127    0 |    0.08     0.00    -0.06     9.69
 O  5.09e+06    50.50 |    0.00     0.00 |  127    0 |    0.12     0.05    -0.06    -0.03
 O  5.10e+06    50.50 |    0.35     1.15 |  127    0 |    0.12     0.02    -0.05     9.47
 O  5.12e+06    50.50 |    0.50     1.50 |  127    0 |    0.10    -0.02    -0.06    -0.22
 O  5.13e+06    50.50 |    0.30     1.65 |  127    2 |    0.08    -0.02    -0.09    -0.16
 O  5.14e+06    50.50 |   -0.10     0.99 |  127    0 |    0.10    -0.04    -0.03    -0.09
 O  5.15e+06    50.50 |    0.00     0.00 |  127    0 |    0.13     0.01    -0.04    -0.09
 O  5.17e+06    50.50 |    0.30     1.93 |  127    0 |    0.10    -0.11    -0.07    -0.16
 O  5.18e+06    50.50 |    0.15     1.98 |  127    0 |    0.09    -0.02    -0.06     0.06
 O  5.19e+06    50.50 |    0.25     1.09 |  127    0 |    0.15     0.01    -0.04     0.25
 O  5.20e+06    50.50 |    0.25     1.09 |  127    0 |    0.10    -0.08    -0.03    -0.22
 O  5.21e+06    50.50 |    0.10     0.77 |  127    0 |    0.11     0.05    -0.04     9.97
 O  5.23e+06    50.50 |   15.65    67.53 |  124   12 |    0.11     0.18    -0.03    -0.12
 O  5.24e+06    50.50 |   15.35    66.91 |  126    2 |    0.13     0.09    -0.07     9.81
 O  5.25e+06    50.50 |    0.10     0.44 |  127    0 |    1.75     0.05    -0.03     0.00
 O  5.26e+06    50.50 |    0.00     0.00 |  127    0 |    0.08     0.03    -0.06     0.09
 O  5.28e+06    50.50 |    0.25     1.09 |  127    0 |    0.10     0.03    -0.01     0.16
 O  5.29e+06    50.50 |   15.35    66.93 |  125    7 |    0.09    -0.03    -0.04     0.12
 O  5.30e+06    50.50 |    0.00     1.30 |  127    0 |    0.15    -0.02    -0.02     0.00
 O  5.31e+06    50.50 |   15.25    66.93 |  126    5 |    0.17    -0.04    -0.03    -0.16
 O  5.32e+06    50.50 |    0.15     0.48 |  127    0 |    0.15    -0.01    -0.05     0.15
 O  5.34e+06    50.50 |    0.35     1.15 |  127    0 |    0.08     0.02    -0.03     0.09
 O  5.35e+06    50.50 |    0.10     0.44 |  127    0 |    0.03     0.03    -0.07     0.03
 O  5.36e+06    50.50 |    0.00     0.00 |  127    0 |    0.10    -0.01    -0.11    -0.03
 O  5.37e+06    50.50 |    0.15     1.98 |  127    0 |    0.06     0.05    -0.02     0.00
 O  5.39e+06    50.50 |    0.05     1.66 |  127    0 |    0.12     0.01    -0.03     9.78
 O  5.40e+06    50.50 |    0.25     1.09 |  127    0 |    0.11     0.04    -0.04     9.53
 O  5.41e+06    50.50 |    0.00     1.58 |  127    0 |    0.16    -0.07    -0.02    -0.44
 O  5.42e+06    50.50 |    0.25     1.41 |  127    0 |    0.07     0.01    -0.04     0.16
 O  5.44e+06    50.50 |   -0.10     0.99 |  127    0 |    0.16     0.04    -0.02    -0.12
 O  5.45e+06    50.50 |   -0.20     0.60 |  127    0 |    0.04    -0.06    -0.05    -0.09
 O  5.46e+06    50.50 |    0.15     0.48 |  127    0 |    0.08    -0.00    -0.02    -0.16
 O  5.47e+06    50.50 |    0.35     1.31 |  127    0 |    0.12     0.03    -0.06     0.12
 O  5.48e+06    50.50 |   -0.05     0.67 |  127    0 |    0.14     0.05    -0.01    -0.09
 O  5.50e+06    50.50 |   -0.10     0.77 |  127    0 |    0.15    -0.02    -0.05     9.52
 O  5.51e+06    50.50 |    0.75     1.89 |  127    0 |    0.13     0.04    -0.04    -0.12
 O  5.52e+06    50.50 |   -0.50     1.43 |  127    0 |    0.04     0.08    -0.06     0.00
 O  5.53e+06    50.50 |   -0.25     1.09 |  127    0 |    0.13     0.04    -0.04     0.09
 O  5.55e+06    50.50 |   -0.60     1.53 |  127    0 |    0.05    -0.01    -0.03     0.22
 O  5.56e+06    50.50 |    0.35     1.31 |  127    0 |    0.12     0.02    -0.02     0.16
 O  5.57e+06    50.50 |    0.00     0.63 |  127    0 |    0.05     0.04    -0.05     0.12
 O  5.58e+06    50.50 |    0.00     0.00 |  127    0 |    0.13    -0.03    -0.03    -0.06
 O  5.60e+06    50.50 |    0.10     0.44 |  127    0 |    0.11    -0.16    -0.04     0.09
 O  5.61e+06    50.50 |    0.00     0.00 |  127    0 |    0.12    -0.05    -0.04    -0.19
 O  5.62e+06    50.50 |    0.25     1.09 |  127    0 |    0.17     0.12    -0.05    -0.03
 O  5.63e+06    50.50 |   -0.50     1.99 |  127    0 |    0.11    -0.09    -0.04     0.16
 O  5.64e+06    50.50 |   -0.15     1.98 |  127    0 |    0.07    -0.01    -0.05     0.16
 O  5.66e+06    50.50 |    0.10     1.64 |  127    0 |    0.11    -0.15    -0.02     0.22
 O  5.67e+06    50.50 |   -0.25     1.09 |  127    0 |    0.09     0.02    -0.01    -0.16
 O  5.68e+06    50.50 |    0.20     1.29 |  127    0 |    0.15    -0.06    -0.05    -0.25
[34m[1mwandb[39m[22m: Network error resolved after 0:01:30.749501, resuming normal operation.
 O  5.69e+06    50.50 |    0.10     0.44 |  127    0 |    0.12     0.04    -0.02     0.12
 O  5.71e+06    50.50 |   -0.10     0.44 |  127    0 |    0.10     0.09    -0.03     9.30
 O  5.72e+06    50.50 |    0.00     0.00 |  127    0 |    0.16     0.09    -0.01     9.25
 O  5.73e+06    50.50 |    0.25     1.26 |  127    0 |    0.02    -0.09    -0.04     0.06
 O  5.74e+06    50.50 |    0.30     0.95 |  127    0 |    0.14    -0.05    -0.04     0.00
 O  5.75e+06    50.50 |    0.30     1.93 |  127    0 |    0.05    -0.03    -0.02    -0.09
 O  5.77e+06    50.50 |   -0.15     1.98 |  127    0 |    0.18     0.13    -0.04    -0.16
 O  5.78e+06    50.50 |    0.00     0.00 |  127    0 |    0.17     0.04    -0.03    18.61
 O  5.79e+06    50.50 |   -0.25     1.09 |  127    0 |    0.10    -0.12    -0.05     0.28
 O  5.80e+06    50.50 |   -0.15     0.65 |  127    0 |    0.17    -0.04    -0.03     9.81
 O  5.82e+06    50.50 |    0.00     0.00 |  127    0 |    0.09    -0.10    -0.02     0.12
 O  5.83e+06    50.50 |    0.00     0.00 |  127    0 |    0.11    -0.07    -0.02    -0.31
 O  5.84e+06    50.50 |    0.00     1.58 |  127    0 |    0.12    -0.09    -0.05     9.84
 O  5.85e+06    50.50 |   -0.25     1.09 |  127    0 |    0.10    -0.09    -0.05     0.22
 O  5.87e+06    50.50 |   -0.15     1.65 |  127    0 |    0.09    -0.05    -0.02     0.16
 O  5.88e+06    50.50 |    0.00     0.00 |  127    0 |    0.18     0.09    -0.04    19.59
 O  5.89e+06    50.50 |    0.05     0.22 |  127    0 |    0.19    -0.20    -0.04     9.78
 O  5.90e+06    50.50 |    0.00     0.00 |  127    0 |    0.12     0.01    -0.02     0.03
 O  5.91e+06    50.50 |    0.05     0.22 |  127    0 |    0.06    -0.05    -0.04     0.00
 O  5.93e+06    50.50 |    0.10     1.22 |  127    0 |    0.18    -0.05    -0.04     9.78
 O  5.94e+06    50.50 |   -0.10     1.76 |  127    0 |    0.15     0.06    -0.06     0.50
 O  5.95e+06    50.50 |   30.85    92.55 |  125    6 |    0.05     0.01    -0.01    -0.06
 O  5.96e+06    50.50 |    0.00     0.00 |  127    0 |    0.12     0.01    -0.05     9.56
 O  5.98e+06    50.50 |    0.00     0.00 |  127    0 |    0.15     0.05    -0.03     0.16
 O  5.99e+06    50.50 |    0.85     1.80 |  127    0 |    0.10    -0.02    -0.03     0.00
 O  6.00e+06    50.50 |   -0.25     1.13 |  127    0 |    0.06    -0.01    -0.01     0.12
 O  6.01e+06    50.50 |    0.25     1.09 |  127    0 |    0.13     0.04    -0.05     0.28
 O  6.03e+06    50.50 |    0.25     1.09 |  127    0 |    0.08    -0.27    -0.04     0.25
