ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-27_16-25-48
Critic FileNotFound when load_model: output/2022-04-27_16-25-48
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  6.35e+07    81.63 |    0.25     0.70 |  127    0 |    0.14    -0.02    -0.32     9.84
 O  6.35e+07    81.63 |   16.00    67.46 |  126    6 |    0.17    -0.05    -0.23    19.34
[34m[1mwandb[39m[22m: Network error resolved after 0:01:01.138893, resuming normal operation.
 O  6.36e+07    81.63 |   31.20    92.11 |  124   13 |    0.19    -0.00    -0.26     0.03
 O  6.36e+07    81.63 |    0.70     1.85 |  124   14 |    0.23     0.11    -0.30    19.22
 O  6.36e+07    81.63 |    0.40     0.73 |  127    0 |    0.18     0.10    -0.19     9.66
 O  6.36e+07    81.63 |   31.05    92.33 |  126    3 |    0.17     0.05    -0.29     9.53
 O  6.36e+07    81.63 |   15.40    67.62 |  125    7 |    0.13    -0.06    -0.24    10.09
 O  6.36e+07    81.63 |   15.50    66.66 |  124   12 |    0.14     0.02    -0.33     9.79
 O  6.36e+07    81.63 |   15.70    66.84 |  127    1 |    0.13    -0.03    -0.24     0.34
 O  6.36e+07    81.63 |    0.60     1.77 |  127    0 |    0.12    -0.06    -0.37     0.28
 O  6.37e+07    81.63 |   31.55    91.49 |  122   16 |    0.15    -0.03    -0.24    18.73
 O  6.37e+07    81.63 |   30.60    91.81 |  124    9 |    0.19    -0.02    -0.23    19.69
 O  6.37e+07    81.63 |   30.30    91.40 |  126    5 |    0.24     0.04    -0.22    37.58
 O  6.37e+07    81.63 |   15.75    66.61 |  124   14 |    0.14     0.04    -0.26     9.66
 O  6.37e+07    81.63 |   16.25    66.49 |  125    8 |    0.17     0.08    -0.29    18.52
 O  6.37e+07    81.63 |    0.25     1.89 |  127    0 |    0.23    -0.01    -0.33    19.50
 O  6.37e+07    81.63 |   16.90    67.27 |  125    8 |    0.21    -0.03    -0.19     0.91
 O  6.37e+07    81.63 |   15.90    66.35 |  125    8 |    0.25    -0.17    -0.31    19.12
 O  6.38e+07    81.63 |    0.05     1.66 |  127    0 |    0.14     0.03    -0.29     9.72
 O  6.38e+07    81.63 |    0.85     2.59 |  127    0 |    0.23     0.10    -0.29    29.31
 O  6.38e+07    81.63 |   15.80    66.37 |  126    6 |    0.21     0.00    -0.27    29.53
 O  6.38e+07    81.63 |   16.05    66.54 |  126    5 |    0.11     0.04    -0.25     0.22
 O  6.38e+07    81.63 |   14.95    65.87 |  124   13 |    0.14     0.09    -0.23    10.44
 O  6.38e+07    81.63 |   15.65    67.55 |  127    1 |    0.16     0.04    -0.18     0.69
 O  6.38e+07    81.63 |   31.45    91.70 |  123   12 |    0.16     0.05    -0.22     0.50
 O  6.38e+07    81.63 |   30.70    93.13 |  120   19 |    0.24     0.06    -0.27    28.97
 O  6.38e+07    81.63 |   47.20   109.01 |  122   17 |    0.23    -0.08    -0.21    27.85
 O  6.39e+07    81.63 |   16.00    66.56 |  125   11 |    0.29     0.01    -0.23    28.27
 O  6.39e+07    81.63 |    1.50     2.04 |  127    0 |    0.27     0.04    -0.21    29.47
 O  6.39e+07    81.63 |   31.25    92.43 |  125    6 |    0.24     0.01    -0.18    28.27
 O  6.39e+07    81.63 |   31.25    91.61 |  123   14 |    0.15     0.07    -0.36     9.38
 O  6.39e+07    81.63 |   30.80    91.58 |  124    8 |    0.19    -0.02    -0.19    19.09
 O  6.39e+07    81.63 |   30.95    91.53 |  124    9 |    0.19    -0.06    -0.21    19.18
 O  6.39e+07    81.63 |   46.45   109.06 |  125    7 |    0.15    -0.06    -0.30     9.97
 O  6.40e+07    81.63 |   31.25    91.59 |  124    9 |    0.25     0.01    -0.37    37.00
 O  6.40e+07    81.63 |   31.60    91.49 |  124   10 |    0.25     0.01    -0.28    19.97
 O  6.40e+07    81.63 |   30.60    91.97 |  124   10 |    0.20    -0.08    -0.22     9.34
 O  6.40e+07    81.63 |   30.80    91.91 |  124   11 |    0.25     0.02    -0.32    28.67
 O  6.40e+07    81.63 |   31.35    92.40 |  122   14 |    0.12    -0.02    -0.29    10.28
 O  6.40e+07    81.63 |   16.05    67.91 |  125    9 |    0.19    -0.08    -0.29    19.39
 O  6.40e+07    81.63 |   46.30   108.97 |  123   10 |    0.30     0.07    -0.20    47.12
 O  6.40e+07    81.63 |   46.20   109.28 |  119   20 |    0.23     0.01    -0.22    18.84
 O  6.41e+07    81.63 |   31.30    92.10 |  122   15 |    0.10    -0.05    -0.33     0.62
 O  6.41e+07    81.63 |   31.45    92.20 |  127    1 |    0.23    -0.00    -0.24    18.73
 O  6.41e+07    81.63 |   46.75   109.61 |  123   10 |    0.20     0.03    -0.30    20.12
 O  6.41e+07    81.63 |   16.10    66.81 |  127    1 |    0.20     0.00    -0.23    18.76
 O  6.41e+07    81.63 |    0.20     2.01 |  127    0 |    0.22     0.11    -0.25    28.45
 O  6.41e+07    81.63 |   15.35    66.94 |  123   18 |    0.25    -0.11    -0.39    19.81
 O  6.41e+07    81.63 |   15.70    66.39 |  127    2 |    0.19     0.06    -0.24    19.56
 O  6.41e+07    81.63 |   62.10   122.59 |  119   16 |    0.11     0.06    -0.30     0.44
 O  6.42e+07    81.63 |   46.15   109.31 |  120   14 |    0.17    -0.06    -0.24     0.25
 O  6.42e+07    81.63 |   15.55    66.68 |  127    2 |    0.25     0.04    -0.38    29.19
 O  6.42e+07    81.63 |   30.95    91.69 |  126    4 |    0.14    -0.11    -0.28    10.03
 O  6.42e+07    81.63 |   31.00    91.67 |  124   11 |    0.13     0.10    -0.33     9.72
 O  6.42e+07    81.63 |   15.85    66.57 |  125    9 |    0.16    -0.04    -0.21     0.78
 O  6.42e+07    81.63 |    0.15     1.96 |  124   11 |    0.10    -0.04    -0.28     0.50
 O  6.42e+07    81.63 |   15.60    66.63 |  125    8 |    0.19    -0.03    -0.33    10.12
[34m[1mwandb[39m[22m: Network error resolved after 0:01:26.588929, resuming normal operation.
 O  6.42e+07    81.63 |   31.65    91.46 |  124   10 |    0.19    -0.04    -0.46    19.00
 O  6.43e+07    81.63 |    0.00     0.00 |  127    0 |    0.12     0.04    -0.26    19.59
 O  6.43e+07    81.63 |   15.55    66.65 |  126    5 |    0.16     0.08    -0.25     9.75
 O  6.43e+07    81.63 |   -0.30     1.49 |  125   10 |    0.27     0.11    -0.29    28.81
 O  6.43e+07    81.63 |   15.40    66.90 |  127    1 |    0.17    -0.06    -0.24     9.70
 O  6.43e+07    81.63 |    0.45     1.36 |  127    0 |    0.13     0.01    -0.38     0.47
 O  6.43e+07    81.63 |    0.25     1.09 |  127    0 |    0.09    -0.05    -0.31     9.56
 O  6.43e+07    81.63 |    0.00     2.43 |  126    6 |    0.24     0.05    -0.27    27.94
 O  6.43e+07    81.63 |    0.15     1.71 |  125    8 |    0.14    -0.02    -0.28    19.88
 O  6.44e+07    81.63 |   31.00    92.51 |  124   13 |    0.18     0.06    -0.31     9.91
 O  6.44e+07    81.63 |   15.45    67.59 |  123   18 |    0.29    -0.04    -0.21    56.00
 O  6.44e+07    81.63 |   30.70    91.79 |  123   11 |    0.24     0.06    -0.34    37.76
 O  6.44e+07    81.63 |    0.90     2.39 |  127    0 |    0.12    -0.11    -0.33     9.94
 O  6.44e+07    81.63 |   31.45    91.53 |  125    7 |    0.11    -0.05    -0.34     0.28
 O  6.44e+07    81.63 |   15.50    66.88 |  125    8 |    0.19    -0.03    -0.42    28.24
 O  6.44e+07    81.63 |   30.80    91.75 |  123   11 |    0.31     0.03    -0.34    38.56
 O  6.44e+07    81.63 |   15.90    66.57 |  124   15 |    0.12     0.01    -0.34    -0.22
 O  6.45e+07    81.63 |    0.65     1.68 |  127    0 |    0.27    -0.02    -0.28    19.88
 O  6.45e+07    81.63 |   15.80    66.83 |  126    5 |    0.11     0.06    -0.26     0.81
 O  6.45e+07    81.63 |    0.10     0.77 |  127    0 |    0.15     0.03    -0.36     9.72
 O  6.45e+07    81.63 |    0.10     0.99 |  127    0 |    0.09     0.04    -0.33     9.66
 O  6.45e+07    81.63 |    0.20     1.69 |  127    0 |    0.11     0.01    -0.31     0.25
 O  6.45e+07    81.63 |   15.75    66.60 |  126    5 |    0.16    -0.01    -0.32     9.39
 O  6.45e+07    81.63 |   -0.70     1.93 |  124   10 |    0.11     0.03    -0.36     9.52
 O  6.45e+07    81.63 |    0.45     1.50 |  127    0 |    0.18    -0.04    -0.21     9.75
 O  6.46e+07    81.63 |   15.20    66.49 |  125    9 |    0.11    -0.06    -0.30     0.22
 O  6.46e+07    81.63 |    0.15     0.91 |  127    0 |    0.13    -0.01    -0.29     0.28
 O  6.46e+07    81.63 |   30.95    92.19 |  123   13 |    0.18    -0.06    -0.29     9.56
 O  6.46e+07    81.63 |   46.85   108.88 |  124    9 |    0.06     0.07    -0.43     0.47
 O  6.46e+07    81.63 |   -0.05     2.27 |  127    0 |    0.14    -0.01    -0.31     9.78
 O  6.46e+07    81.63 |   15.45    66.66 |  125   10 |    0.18    -0.05    -0.33     0.84
 O  6.46e+07    81.63 |   15.70    66.61 |  125   10 |    0.15     0.08    -0.37    18.42
 O  6.46e+07    81.63 |    0.20     0.93 |  127    0 |    0.02    -0.01    -0.34     0.09
 O  6.47e+07    81.63 |    0.60     1.71 |  127    0 |    0.15    -0.06    -0.30     0.25
 O  6.47e+07    81.63 |   30.40    92.21 |  121   19 |    0.13     0.08    -0.36    10.22
 O  6.47e+07    81.63 |    0.35     0.96 |  127    0 |    0.12     0.07    -0.41     9.81
 O  6.47e+07    81.63 |   14.80    66.83 |  122   17 |    0.11    -0.06    -0.35    10.00
 O  6.47e+07    81.63 |   30.65    91.79 |  125    8 |    0.13    -0.06    -0.30     0.44
 O  6.47e+07    81.63 |    0.55     2.11 |  127    0 |    0.12     0.01    -0.34     0.03
 O  6.47e+07    81.63 |   30.95    92.52 |  121   22 |    0.06     0.04    -0.32     0.12
 O  6.47e+07    81.63 |   46.50   109.02 |  120   19 |    0.24     0.01    -0.31    37.15
 O  6.48e+07    81.63 |    0.05     1.66 |  127    0 |    0.15    -0.02    -0.44     0.75
 O  6.48e+07    81.63 |    0.50     1.77 |  126    4 |    0.15     0.05    -0.26    10.09
 O  6.48e+07    81.63 |    0.00     2.19 |  125   10 |    0.26    -0.18    -0.34    28.15
 O  6.48e+07    81.63 |   15.55    66.64 |  126    3 |    0.16     0.05    -0.34    19.38
 O  6.48e+07    81.63 |   61.25   122.51 |  124    7 |    0.12    -0.01    -0.36     0.19
 O  6.48e+07    81.63 |    0.70     1.55 |  127    0 |    0.18     0.04    -0.32    18.73
 O  6.48e+07    81.63 |    0.55     1.24 |  127    0 |    0.14    -0.10    -0.31     9.97
 O  6.48e+07    81.63 |   15.20    66.49 |  127    1 |    0.06    -0.09    -0.35     0.22
 O  6.49e+07    81.63 |   15.70    66.61 |  127    0 |    0.14    -0.04    -0.25     9.53
 O  6.49e+07    81.63 |   31.30    91.75 |  124   10 |    0.12     0.09    -0.27     9.91
 O  6.49e+07    81.63 |    0.25     1.64 |  127    0 |    0.12     0.03    -0.25    10.16
 O  6.49e+07    81.63 |    0.15     1.39 |  127    0 |    0.27     0.06    -0.27    28.09
 O  6.49e+07    81.63 |   15.50    66.91 |  122   15 |    0.20    -0.11    -0.25    19.78
 O  6.49e+07    81.63 |   15.85    66.35 |  127    0 |    0.10    -0.02    -0.31     0.09
 O  6.49e+07    81.63 |   15.45    66.91 |  126    3 |    0.20     0.02    -0.35    27.91
 O  6.49e+07    81.63 |   30.50    92.01 |  125    7 |    0.15     0.05    -0.27    19.15
 O  6.50e+07    81.63 |    0.90     1.48 |  127    0 |    0.12    -0.09    -0.36     0.41
 O  6.50e+07    81.63 |   45.90   109.85 |  122   15 |    0.15    -0.09    -0.29    19.30
 O  6.50e+07    81.63 |   15.55    66.88 |  127    0 |    0.12    -0.16    -0.26    10.03
[34m[1mwandb[39m[22m: Network error resolved after 0:01:02.799312, resuming normal operation.
 O  6.50e+07    81.63 |    1.00     1.52 |  127    0 |    0.12     0.03    -0.26    10.22
 O  6.50e+07    81.63 |    0.50     1.36 |  127    0 |    0.13     0.06    -0.26     0.34
 O  6.50e+07    81.63 |   15.60    66.87 |  123   16 |    0.12     0.04    -0.35     0.75
 O  6.50e+07    81.63 |   15.95    67.48 |  123   17 |    0.10     0.10    -0.18     9.91
 O  6.50e+07    81.63 |   15.70    66.85 |  125    8 |    0.26    -0.04    -0.26    37.42
 O  6.50e+07    81.63 |   15.90    66.81 |  124   14 |    0.31    -0.01    -0.28    37.55
 O  6.51e+07    81.63 |    0.50     1.63 |  127    0 |    0.18     0.05    -0.24     0.84
 O  6.51e+07    81.63 |   15.50    67.60 |  123   14 |    0.09     0.05    -0.30     9.36
 O  6.51e+07    81.63 |   30.80    91.93 |  120   18 |    0.16     0.07    -0.31    10.09
O  6.51e+07    82.37 |
 O  6.51e+07    82.37 |   82.37   135.55 |  115   23 |    0.21     0.03    -0.18    20.09
 O  6.51e+07    82.37 |   46.35   109.36 |  122   11 |    0.27    -0.09    -0.27    28.88
 O  6.51e+07    82.37 |   30.95    92.07 |  124    8 |    0.21     0.04    -0.36    28.39
 O  6.51e+07    82.37 |   62.95   122.54 |  116   24 |    0.17    -0.00    -0.28    20.15
 O  6.52e+07    82.37 |   62.00   123.64 |  118   18 |    0.22     0.02    -0.23    19.75
 O  6.52e+07    82.37 |   62.10   123.34 |  120   17 |    0.16    -0.16    -0.25    18.73
 O  6.52e+07    82.37 |   31.45    92.87 |  123   14 |    0.31     0.06    -0.25    45.44
 O  6.52e+07    82.37 |   32.25    92.11 |  122   16 |    0.24    -0.06    -0.33    28.64
 O  6.52e+07    82.37 |   46.45   109.88 |  122   14 |    0.32    -0.01    -0.26    37.76
 O  6.52e+07    82.37 |   31.65    92.31 |  121   17 |    0.22     0.05    -0.29    28.76
 O  6.52e+07    82.37 |   31.70    91.96 |  122   15 |    0.24    -0.07    -0.26    36.85
 O  6.52e+07    82.37 |   16.50    66.68 |  126    5 |    0.31     0.09    -0.18    54.44
 O  6.52e+07    82.37 |   61.80   123.25 |  117   20 |    0.33    -0.03    -0.19    46.97
 O  6.53e+07    82.37 |   61.60   122.83 |  120   16 |    0.35    -0.01    -0.21    56.58
 O  6.53e+07    82.37 |   15.80    67.54 |  126    6 |    0.12    -0.13    -0.39     9.94
 O  6.53e+07    82.37 |   16.10    67.46 |  125    9 |    0.24    -0.03    -0.27    29.22
 O  6.53e+07    82.37 |    0.60     2.18 |  127    0 |    0.24     0.05    -0.34    28.52
 O  6.53e+07    82.37 |    0.95     2.29 |  127    0 |    0.16     0.06    -0.35    19.28
 O  6.53e+07    82.37 |    0.85     2.01 |  127    0 |    0.10    -0.03    -0.33     0.69
 O  6.53e+07    82.37 |   61.90   123.31 |  119   18 |    0.19     0.11    -0.34    19.33
 O  6.54e+07    82.37 |   31.15    92.14 |  123   13 |    0.13    -0.01    -0.40     9.67
 O  6.54e+07    82.37 |   16.65    67.10 |  124   15 |    0.15     0.04    -0.42     9.88
 O  6.54e+07    82.37 |   30.90    92.04 |  123   15 |    0.24    -0.09    -0.40    19.12
 O  6.54e+07    82.37 |   15.65    67.55 |  124   12 |    0.26     0.03    -0.39    29.25
 O  6.54e+07    82.37 |   46.60   110.80 |  123   15 |    0.14     0.02    -0.40    19.56
 O  6.54e+07    82.37 |    0.35     2.43 |  127    0 |    0.10     0.06    -0.44     9.97
 O  6.54e+07    82.37 |   62.35   123.33 |  120   16 |    0.20     0.01    -0.41    10.53
 O  6.54e+07    82.37 |   32.00    92.85 |  122   16 |    0.22     0.05    -0.28    36.56
 O  6.54e+07    82.37 |   15.95    66.56 |  126    3 |    0.23    -0.06    -0.35    18.76
 O  6.55e+07    82.37 |    0.60     2.24 |  127    0 |    0.10    -0.03    -0.44    -0.16
 O  6.55e+07    82.37 |   15.50    67.59 |  123   19 |    0.13     0.01    -0.32     9.50
 O  6.55e+07    82.37 |    0.85     1.46 |  127    0 |    0.14     0.04    -0.48    10.31
 O  6.55e+07    82.37 |    0.70     1.55 |  127    0 |    0.14     0.02    -0.40     9.84
 O  6.55e+07    82.37 |    0.90     2.00 |  127    0 |    0.05     0.01    -0.46    -0.06
 O  6.55e+07    82.37 |   31.05    91.66 |  126    4 |    0.18     0.03    -0.39    10.56
 O  6.55e+07    82.37 |   30.55    92.51 |  123   13 |    0.16     0.05    -0.34     9.82
 O  6.55e+07    82.37 |   -0.15     1.28 |  127    0 |    0.11     0.02    -0.25     0.66
 O  6.56e+07    82.37 |   15.55    66.88 |  125   10 |    0.11     0.06    -0.47     9.75
 O  6.56e+07    82.37 |    0.60     1.66 |  127    0 |    0.18     0.10    -0.35     9.84
 O  6.56e+07    82.37 |   15.55    66.65 |  127    1 |    0.31     0.07    -0.36    45.71
 O  6.56e+07    82.37 |    0.30     1.76 |  127    0 |    0.18     0.06    -0.32    19.39
 O  6.56e+07    82.37 |    0.05     1.66 |  127    0 |    0.17     0.03    -0.38    18.70
 O  6.56e+07    82.37 |   15.55    67.55 |  124   13 |    0.12     0.02    -0.48    18.48
 O  6.56e+07    82.37 |   30.75    91.76 |  125    8 |    0.14     0.04    -0.34     9.38
 O  6.56e+07    82.37 |    0.10     0.44 |  127    0 |    0.09     0.09    -0.40     9.59
 O  6.57e+07    82.37 |   15.65    66.62 |  123   16 |    0.15     0.09    -0.43     9.69
 O  6.57e+07    82.37 |    0.15     0.73 |  127    0 |    0.13     0.07    -0.41     9.84
 O  6.57e+07    82.37 |   -0.15     2.06 |  126    4 |    0.23     0.01    -0.33    18.88
 O  6.57e+07    82.37 |    0.25     2.17 |  124   13 |    0.12    -0.04    -0.35     0.12
 O  6.57e+07    82.37 |   15.40    66.67 |  124   11 |    0.14    -0.02    -0.40     9.84
 O  6.57e+07    82.37 |   -0.20     0.68 |  127    0 |    0.14     0.09    -0.47    18.42
 O  6.57e+07    82.37 |   15.10    66.51 |  126    2 |    0.15     0.04    -0.27     9.70
 O  6.57e+07    82.37 |   -0.05     1.36 |  127    0 |    0.23    -0.05    -0.31    19.34
 O  6.58e+07    82.37 |   15.25    66.74 |  125   10 |    0.11     0.03    -0.28     0.41
 O  6.58e+07    82.37 |   15.20    66.73 |  124   11 |    0.16     0.02    -0.24     0.28
 O  6.58e+07    82.37 |    0.15     1.65 |  127    0 |    0.11    -0.04    -0.39     0.25
 O  6.58e+07    82.37 |   15.55    66.64 |  125    7 |    0.17    -0.14    -0.38    18.48
 O  6.58e+07    82.37 |    0.25     1.48 |  127    0 |    0.08     0.04    -0.35     0.38
 O  6.58e+07    82.37 |   15.15    66.74 |  126    3 |    0.12     0.02    -0.27     9.45
 O  6.58e+07    82.37 |   15.45    66.66 |  127    1 |    0.08    -0.04    -0.31     0.31
 O  6.58e+07    82.37 |   16.20    67.42 |  126    2 |    0.10     0.01    -0.45    -0.09
 O  6.59e+07    82.37 |   -0.10     1.04 |  127    0 |    0.15     0.08    -0.28    10.18
 O  6.59e+07    82.37 |    0.45     1.32 |  127    0 |    0.07     0.00    -0.33     0.38
 O  6.59e+07    82.37 |    0.70     1.55 |  127    0 |    0.06     0.07    -0.26     0.03
[34m[1mwandb[39m[22m: Network error resolved after 0:00:52.477234, resuming normal operation.
 O  6.59e+07    82.37 |   15.55    66.66 |  126    4 |    0.10     0.04    -0.43     0.22
 O  6.59e+07    82.37 |    0.60     1.50 |  127    0 |    0.10    -0.03    -0.33     0.56
 O  6.59e+07    82.37 |   -0.15     1.82 |  127    0 |    0.18    -0.02    -0.37     0.22
 O  6.59e+07    82.37 |    0.70     1.76 |  127    0 |    0.09    -0.06    -0.43    -0.31
 O  6.59e+07    82.37 |   15.55    66.87 |  123   16 |    0.27     0.07    -0.33    27.88
 O  6.60e+07    82.37 |    0.65     1.53 |  127    0 |    0.16    -0.04    -0.29    18.85
 O  6.60e+07    82.37 |    0.30     0.78 |  127    0 |    0.13     0.05    -0.27     0.44
 O  6.60e+07    82.37 |    0.85     1.65 |  127    0 |    0.15    -0.01    -0.36    10.06
 O  6.60e+07    82.37 |    1.05     2.01 |  127    0 |    0.22    -0.02    -0.34    28.15
 O  6.60e+07    82.37 |   15.80    66.82 |  127    2 |    0.14    -0.14    -0.42     9.94
 O  6.60e+07    82.37 |   -0.10     0.30 |  127    0 |    0.23     0.00    -0.22    19.28
 O  6.60e+07    82.37 |   16.05    66.77 |  124   13 |    0.11    -0.00    -0.28     0.06
 O  6.60e+07    82.37 |   30.75    91.76 |  124   10 |    0.09     0.03    -0.35     0.22
 O  6.61e+07    82.37 |    0.25     1.09 |  127    0 |    0.10     0.05    -0.42     0.12
 O  6.61e+07    82.37 |    0.60     1.53 |  127    0 |    0.07     0.00    -0.27     0.28
 O  6.61e+07    82.37 |   15.70    66.61 |  125    8 |    0.14    -0.03    -0.49     0.00
 O  6.61e+07    82.37 |    0.15     1.24 |  127    0 |    0.14     0.02    -0.41     0.09
 O  6.61e+07    82.37 |   15.60    66.64 |  125    9 |    0.12     0.05    -0.43     9.91
 O  6.61e+07    82.37 |   -0.10     0.94 |  127    0 |    0.12    -0.06    -0.32     0.09
 O  6.61e+07    82.37 |    0.35     1.49 |  127    0 |    0.10    -0.01    -0.45     9.18
 O  6.61e+07    82.37 |   31.15    91.80 |  122   16 |    0.19     0.06    -0.40    18.94
 O  6.62e+07    82.37 |   15.35    66.68 |  125    8 |    0.10     0.04    -0.42     0.06
 O  6.62e+07    82.37 |    0.00     1.00 |  127    0 |    0.09    -0.02    -0.40     0.03
 O  6.62e+07    82.37 |   15.30    66.70 |  125    8 |    0.18    -0.13    -0.40    10.25
 O  6.62e+07    82.37 |   -0.05     0.50 |  127    0 |    0.11    -0.02    -0.52     8.73
 O  6.62e+07    82.37 |   15.00    67.25 |  121   19 |    0.25     0.06    -0.24    29.25
