ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-25_22-58-15
Critic FileNotFound when load_model: output/2022-04-25_22-58-15
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  1.02e+07    51.47 |   15.35    66.91 |  126    4 |    0.16    -0.02    -0.07    19.78
 O  1.02e+07    51.47 |   16.55    67.35 |  125    8 |    0.10    -0.07    -0.17    10.21
 O  1.02e+07    51.47 |    0.70     1.27 |  127    0 |    0.18     0.09    -0.15    19.85
 O  1.02e+07    51.47 |   47.15   109.59 |  122   13 |    0.28    -0.04    -0.14    47.55
 O  1.02e+07    51.47 |    0.90     1.58 |  127    0 |    0.25     0.02    -0.11    28.94
[34m[1mwandb[39m[22m: Network error resolved after 0:02:07.976232, resuming normal operation.
 O  1.03e+07    51.47 |    0.85     1.56 |  127    0 |    0.22     0.02    -0.08    19.24
 O  1.03e+07    51.47 |   16.00    67.46 |  123   11 |    0.20     0.09    -0.07    20.00
 O  1.03e+07    51.47 |    0.55     1.50 |  125    8 |    0.13     0.01    -0.08     1.00
 O  1.03e+07    51.47 |    0.45     1.36 |  127    1 |    0.12     0.08    -0.09     0.34
 O  1.03e+07    51.47 |    1.10     1.84 |  127    0 |    0.13     0.04    -0.10    10.66
 O  1.03e+07    51.47 |   16.05    66.77 |  123   12 |    0.20    -0.08    -0.09    20.06
 O  1.03e+07    51.47 |   31.70    92.12 |  123   14 |    0.13     0.03    -0.11     9.91
 O  1.03e+07    51.47 |    0.55     1.50 |  127    0 |    0.14     0.05    -0.04    10.16
 O  1.04e+07    51.47 |   16.50    67.35 |  124    8 |    0.27     0.06    -0.08    28.58
 O  1.04e+07    51.47 |    0.70     1.55 |  123   19 |    0.16     0.06    -0.10    10.31
 O  1.04e+07    51.47 |    0.20     0.60 |  125    9 |    0.22    -0.06    -0.09    28.26
 O  1.04e+07    51.47 |   16.30    67.40 |  126    4 |    0.20    -0.04    -0.09     1.53
 O  1.04e+07    51.47 |   15.95    66.79 |  126    5 |    0.14    -0.01    -0.11     1.12
 O  1.04e+07    51.47 |   15.95    67.47 |  126    3 |    0.27     0.07    -0.10    28.48
 O  1.04e+07    51.47 |   16.40    66.69 |  127    1 |    0.15    -0.00    -0.06     1.00
 O  1.04e+07    51.47 |    0.10     0.44 |  127    0 |    0.15     0.04    -0.09    10.78
 O  1.04e+07    51.47 |   15.90    66.79 |  126    5 |    0.20     0.10    -0.11    28.58
 O  1.05e+07    51.47 |   32.10    92.15 |  126    3 |    0.29     0.05    -0.10    38.03
 O  1.05e+07    51.47 |   15.85    67.26 |  125    6 |    0.25    -0.07    -0.08    28.82
 O  1.05e+07    51.47 |   32.05    91.67 |  121   17 |    0.13     0.04    -0.06     0.59
 O  1.05e+07    51.47 |    0.10     0.44 |  127    0 |    0.19    -0.06    -0.08    19.12
 O  1.05e+07    51.47 |    0.60     1.53 |  127    0 |    0.23    -0.03    -0.14    28.85
 O  1.05e+07    51.47 |    0.55     1.50 |  127    0 |    0.21    -0.02    -0.11    19.97
 O  1.05e+07    51.47 |   31.55    92.33 |  124    7 |    0.18    -0.11    -0.09     9.94
 O  1.05e+07    51.47 |    1.25     1.79 |  127    0 |    0.15    -0.11    -0.09    10.03
 O  1.06e+07    51.47 |   31.60    91.81 |  123   11 |    0.24     0.03    -0.14    20.00
 O  1.06e+07    51.47 |   16.25    67.40 |  126    3 |    0.12     0.05    -0.12    10.03
 O  1.06e+07    51.47 |   15.70    66.84 |  127    1 |    0.06     0.01    -0.14     0.22
O  1.06e+07    51.90 |
 O  1.06e+07    51.90 |   51.90   114.10 |  119   19 |    0.17    -0.04    -0.09    19.39
 O  1.06e+07    51.90 |   16.45    67.36 |  122   20 |    0.14    -0.00    -0.12     0.97
 O  1.06e+07    51.90 |    0.85     1.68 |  127    0 |    0.13    -0.07    -0.06     0.81
 O  1.06e+07    51.90 |   16.60    66.65 |  125    8 |    0.14    -0.12    -0.12    19.39
 O  1.06e+07    51.90 |   16.15    67.43 |  122   14 |    0.14     0.02    -0.12    10.18
 O  1.07e+07    51.90 |    0.30     1.10 |  127    0 |    0.18     0.01    -0.15    19.21
 O  1.07e+07    51.90 |   31.70    91.79 |  125    8 |    0.28    -0.02    -0.10    39.50
 O  1.07e+07    51.90 |    0.75     1.79 |  127    0 |    0.12     0.01    -0.14     0.94
 O  1.07e+07    51.90 |   46.75   110.59 |  122   15 |    0.12     0.08    -0.09    10.06
 O  1.07e+07    51.90 |    1.00     1.70 |  127    0 |    0.27    -0.09    -0.15    37.73
 O  1.07e+07    51.90 |   15.80    67.50 |  123   18 |    0.18     0.01    -0.12    19.84
 O  1.07e+07    51.90 |    0.50     1.20 |  127    0 |    0.11     0.04    -0.14     9.94
 O  1.07e+07    51.90 |    0.60     1.53 |  127    0 |    0.11     0.00    -0.12     0.66
 O  1.08e+07    51.90 |    0.75     1.44 |  127    0 |    0.13    -0.12    -0.06     9.52
 O  1.08e+07    51.90 |    0.45     1.20 |  124   12 |    0.21    -0.08    -0.15    19.39
 O  1.08e+07    51.90 |   15.70    66.83 |  123   14 |    0.35    -0.02    -0.16    54.82
 O  1.08e+07    51.90 |    0.70     1.55 |  127    0 |    0.09    -0.02    -0.16     9.82
 O  1.08e+07    51.90 |   16.60    66.65 |  122   18 |    0.15    -0.01    -0.09    10.53
 O  1.08e+07    51.90 |    0.70     1.55 |  127    0 |    0.26    -0.08    -0.10    28.70
 O  1.08e+07    51.90 |    0.40     0.80 |  125    7 |    0.12     0.06    -0.06    10.09
 O  1.08e+07    51.90 |   15.80    66.82 |  121   19 |    0.17    -0.01    -0.09    19.21
 O  1.09e+07    51.90 |   16.20    66.73 |  126    4 |    0.11    -0.06    -0.09    10.15
 O  1.09e+07    51.90 |    0.60     1.53 |  127    0 |    0.07    -0.06    -0.14     0.36
 O  1.09e+07    51.90 |   31.00    93.00 |  119   24 |    0.18    -0.03    -0.06    19.91
 O  1.09e+07    51.90 |    1.00     1.58 |  127    0 |    0.07    -0.08    -0.11     9.91
 O  1.09e+07    51.90 |   16.05    67.45 |  125    9 |    0.11    -0.01    -0.14     0.44
 O  1.09e+07    51.90 |   15.80    66.82 |  127    2 |    0.11    -0.09    -0.11    10.16
 O  1.09e+07    51.90 |    1.15     1.80 |  125   10 |    0.10    -0.03    -0.14    10.12
 O  1.09e+07    51.90 |    0.35     1.15 |  127    2 |    0.08    -0.07    -0.11    10.06
 O  1.10e+07    51.90 |    1.10     1.70 |  127    0 |    0.10    -0.00    -0.13     9.79
 O  1.10e+07    51.90 |    0.20     0.60 |  127    0 |    0.13     0.05    -0.13    10.62
 O  1.10e+07    51.90 |    1.25     1.81 |  127    0 |    0.13     0.07    -0.12    10.06
 O  1.10e+07    51.90 |    0.40     1.20 |  127    0 |    0.18    -0.11    -0.11    19.06
 O  1.10e+07    51.90 |   16.60    67.34 |  125    8 |    0.16    -0.04    -0.10    10.69
 O  1.10e+07    51.90 |    0.70     1.52 |  127    0 |    0.15     0.07    -0.09     9.88
 O  1.10e+07    51.90 |   15.80    66.82 |  126    6 |    0.14     0.11    -0.17     9.97
 O  1.10e+07    51.90 |    0.80     1.78 |  127    0 |    0.09     0.06    -0.18    10.34
 O  1.11e+07    51.90 |    1.20     1.99 |  127    0 |    0.11    -0.06    -0.12     0.47
 O  1.11e+07    51.90 |    1.05     1.80 |  125    8 |    0.17     0.07    -0.12    19.33
 O  1.11e+07    51.90 |   16.30    66.71 |  126    5 |    0.15     0.01    -0.12     9.97
 O  1.11e+07    51.90 |   16.30    67.40 |  126    3 |    0.14    -0.18    -0.09    10.25
 O  1.11e+07    51.90 |   30.70    91.77 |  125    8 |    0.19     0.07    -0.23    19.84
 O  1.11e+07    51.90 |    1.80     2.20 |  127    0 |    0.19    -0.13    -0.11    28.52
 O  1.11e+07    51.90 |   47.05   108.79 |  122   14 |    0.17    -0.01    -0.13     9.74
 O  1.11e+07    51.90 |    0.40     1.02 |  127    0 |    0.17    -0.05    -0.13    19.72
 O  1.11e+07    51.90 |    0.35     1.15 |  127    0 |    0.21    -0.01    -0.11    37.88
 O  1.12e+07    51.90 |   15.45    66.89 |  124   12 |    0.10     0.10    -0.12     0.48
 O  1.12e+07    51.90 |    0.25     1.09 |  127    2 |    0.16    -0.02    -0.14    19.62
 O  1.12e+07    51.90 |    1.05     1.69 |  127    0 |    0.16    -0.12    -0.12    10.25
 O  1.12e+07    51.90 |   31.10    91.97 |  123   11 |    0.09     0.04    -0.11     9.82
 O  1.12e+07    51.90 |   30.95    92.02 |  122   16 |    0.15    -0.09    -0.13    10.34
 O  1.12e+07    51.90 |    0.65     1.53 |  127    2 |    0.12    -0.28    -0.15    10.19
 O  1.12e+07    51.90 |   15.90    67.48 |  126    3 |    0.10    -0.05    -0.07     0.50
 O  1.12e+07    51.90 |    0.20     0.60 |  124   15 |    0.11    -0.02    -0.18     9.94
 O  1.13e+07    51.90 |   15.55    66.64 |  124   11 |    0.20     0.07    -0.08    19.33
 O  1.13e+07    51.90 |   31.35    91.90 |  122   19 |    0.14     0.05    -0.13     0.81
 O  1.13e+07    51.90 |   31.50    91.84 |  123   13 |    0.15    -0.02    -0.09     0.97
 O  1.13e+07    51.90 |   16.55    66.66 |  125    5 |    0.15     0.04    -0.10    10.52
 O  1.13e+07    51.90 |   31.10    92.47 |  123   13 |    0.15     0.01    -0.15    10.31
 O  1.13e+07    51.90 |    0.45     1.20 |  126    6 |    0.09     0.09    -0.06     0.31
 O  1.13e+07    51.90 |   16.25    67.40 |  126    3 |    0.09     0.02    -0.15    10.31
 O  1.13e+07    51.90 |    0.40     1.02 |  126    4 |    0.14    -0.07    -0.12     0.85
 O  1.14e+07    51.90 |    0.20     0.60 |  127    0 |    0.13     0.05    -0.11    10.19
 O  1.14e+07    51.90 |   46.35   109.50 |  118   24 |    0.24     0.08    -0.12    29.31
 O  1.14e+07    51.90 |    1.00     1.79 |  127    0 |    0.09     0.02    -0.11     9.88
 O  1.14e+07    51.90 |   16.10    67.44 |  124   11 |    0.13     0.03    -0.13     9.55
 O  1.14e+07    51.90 |   15.50    66.65 |  124   10 |    0.11     0.06    -0.13     0.56
 O  1.14e+07    51.90 |    0.10     0.44 |  125    7 |    0.21    -0.01    -0.15    29.06
 O  1.14e+07    51.90 |   15.80    67.50 |  127    1 |    0.08     0.02    -0.13     0.22
 O  1.14e+07    51.90 |   16.55    66.66 |  123   12 |    0.09    -0.03    -0.06     0.53
 O  1.15e+07    51.90 |   31.55    92.33 |  124    8 |    0.10     0.00    -0.15     0.34
 O  1.15e+07    51.90 |   15.80    66.82 |  123   17 |    0.15     0.06    -0.10     9.67
 O  1.15e+07    51.90 |   15.50    66.65 |  124   15 |    0.12    -0.01    -0.06     0.78
 O  1.15e+07    51.90 |   15.50    67.56 |  123   13 |    0.08     0.07    -0.05     0.31
 O  1.15e+07    51.90 |    0.50     1.50 |  127    0 |    0.13    -0.03    -0.09    19.52
 O  1.15e+07    51.90 |    0.55     1.40 |  127    0 |    0.11    -0.08    -0.15     0.47
 O  1.15e+07    51.90 |    0.30     0.95 |  127    0 |    0.09     0.04    -0.05     0.55
 O  1.15e+07    51.90 |   16.40    67.38 |  125    8 |    0.19     0.00    -0.12    19.84
 O  1.16e+07    51.90 |    0.00     0.00 |  127    0 |    0.17     0.03    -0.08     0.97
 O  1.16e+07    51.90 |   15.75    66.60 |  125    8 |    0.17     0.08    -0.05     9.79
 O  1.16e+07    51.90 |   15.70    67.52 |  125    8 |    0.09    -0.06    -0.08    10.12
 O  1.16e+07    51.90 |    1.00     1.79 |  127    0 |    0.21    -0.07    -0.10    19.81
 O  1.16e+07    51.90 |    0.90     1.70 |  127    0 |    0.12    -0.02    -0.08     0.44
 O  1.16e+07    51.90 |   16.10    66.75 |  124   13 |    0.26    -0.04    -0.09    38.21
 O  1.16e+07    51.90 |   46.75   109.48 |  124    8 |    0.11    -0.09    -0.11     0.67
 O  1.16e+07    51.90 |   15.70    66.84 |  125    8 |    0.13     0.04    -0.12     0.78
 O  1.17e+07    51.90 |   31.60    91.98 |  122   13 |    0.16     0.05    -0.10    10.34
 O  1.17e+07    51.90 |    0.85     1.82 |  120   21 |    0.13     0.05    -0.15    10.28
 O  1.17e+07    51.90 |   31.45    91.70 |  125    6 |    0.12    -0.02    -0.04    10.62
 O  1.17e+07    51.90 |    0.20     0.60 |  127    0 |    0.13     0.08    -0.10    10.06
 O  1.17e+07    51.90 |    0.55     1.07 |  127    0 |    0.26    -0.15    -0.09    29.06
 O  1.17e+07    51.90 |   15.90    66.80 |  124   14 |    0.23    -0.09    -0.09    28.88
 O  1.17e+07    51.90 |    0.75     1.44 |  127    0 |    0.13    -0.08    -0.05     1.03
 O  1.17e+07    51.90 |    0.15     0.48 |  127    0 |    0.17    -0.04    -0.04    20.12
 O  1.18e+07    51.90 |   15.80    66.82 |  124   12 |    0.32     0.02    -0.08    45.76
 O  1.18e+07    51.90 |   15.95    67.47 |  127    2 |    0.18    -0.01    -0.17    19.03
 O  1.18e+07    51.90 |   31.25    92.43 |  124    9 |    0.16     0.08    -0.08     1.09
 O  1.18e+07    51.90 |    1.00     1.79 |  127    0 |    0.16    -0.15    -0.08    10.41
 O  1.18e+07    51.90 |    0.25     1.09 |  127    1 |    0.09    -0.08    -0.09     9.85
 O  1.18e+07    51.90 |   15.60    66.63 |  124   12 |    0.11    -0.04    -0.08    10.25
 O  1.18e+07    51.90 |   31.75    91.60 |  120   19 |    0.14    -0.03    -0.09    10.50
 O  1.18e+07    51.90 |    0.80     1.91 |  127    0 |    0.14    -0.01    -0.06     1.03
 O  1.18e+07    51.90 |    0.80     1.69 |  127    0 |    0.18    -0.05    -0.16    18.97
 O  1.19e+07    51.90 |   15.85    67.49 |  123   13 |    0.29    -0.05    -0.12    37.67
 O  1.19e+07    51.90 |   31.35    91.73 |  124    7 |    0.21     0.05    -0.18    29.38
 O  1.19e+07    51.90 |   16.30    66.71 |  125    7 |    0.06     0.05    -0.11     0.24
 O  1.19e+07    51.90 |   31.60    92.81 |  123   12 |    0.25     0.07    -0.11    29.50
 O  1.19e+07    51.90 |   15.70    66.84 |  125    8 |    0.12     0.07    -0.09     0.66
 O  1.19e+07    51.90 |    0.45     1.20 |  127    0 |    0.09    -0.09    -0.12     0.69
 O  1.19e+07    51.90 |   31.50    91.84 |  123   14 |    0.17     0.09    -0.14     1.00
 O  1.19e+07    51.90 |    0.55     1.50 |  127    0 |    0.11    -0.08    -0.07     9.85
 O  1.20e+07    51.90 |    0.85     1.56 |  125   11 |    0.13     0.07    -0.12    10.12
 O  1.20e+07    51.90 |   31.55    92.16 |  124   11 |    0.16     0.07    -0.12    10.34
 O  1.20e+07    51.90 |   31.60    91.82 |  121   19 |    0.13    -0.04    -0.08    10.45
 O  1.20e+07    51.90 |   31.55    91.83 |  124   10 |    0.24    -0.02    -0.08    38.78
 O  1.20e+07    51.90 |   16.10    66.53 |  123   12 |    0.22     0.02    -0.12    29.00
 O  1.20e+07    51.90 |   15.75    67.51 |  125    7 |    0.22    -0.06    -0.12    29.78
 O  1.20e+07    51.90 |   15.80    67.50 |  125    7 |    0.10    -0.06    -0.06    10.34
 O  1.20e+07    51.90 |    1.10     2.00 |  127    0 |    0.21    -0.01    -0.08    28.85
O  1.21e+07    51.97 |
 O  1.21e+07    51.97 |   51.97   114.78 |  119   23 |    0.08     0.03    -0.09     0.56
 O  1.21e+07    51.97 |    0.85     1.80 |  127    0 |    0.14    -0.00    -0.09     0.67
 O  1.21e+07    51.97 |   15.85    66.59 |  123   14 |    0.21     0.04    -0.10    19.56
 O  1.21e+07    51.97 |    0.65     1.53 |  127    0 |    0.15     0.07    -0.14     9.88
 O  1.21e+07    51.97 |    0.50     1.50 |  127    0 |    0.20    -0.02    -0.06    20.00
 O  1.21e+07    51.97 |   31.70    92.28 |  126    3 |    0.22     0.10    -0.12    28.82
 O  1.21e+07    51.97 |   15.55    66.87 |  126    2 |    0.13    -0.07    -0.05     0.91
 O  1.21e+07    51.97 |   16.05    66.54 |  124   13 |    0.19     0.02    -0.08    10.06
 O  1.22e+07    51.97 |    1.20     1.99 |  123   16 |    0.14     0.01    -0.06     1.03
 O  1.22e+07    51.97 |   31.15    92.63 |  124   12 |    0.26    -0.05    -0.10    19.75
 O  1.22e+07    51.97 |    0.75     1.44 |  127    0 |    0.13     0.02    -0.08     0.66
 O  1.22e+07    51.97 |   15.90    66.79 |  121   16 |    0.23    -0.05    -0.15    19.94
 O  1.22e+07    51.97 |    0.70     1.27 |  127    0 |    0.19    -0.01    -0.08    19.91
 O  1.22e+07    51.97 |   15.90    66.79 |  125    9 |    0.24    -0.12    -0.12    20.62
 O  1.22e+07    51.97 |   16.65    66.42 |  127    1 |    0.08     0.03    -0.09    10.09
 O  1.22e+07    51.97 |    0.70     1.55 |  127    0 |    0.14     0.02    -0.11     0.78
 O  1.23e+07    51.97 |    0.45     1.20 |  127    0 |    0.21     0.02    -0.05    20.38
 O  1.23e+07    51.97 |    0.60     1.53 |  126    6 |    0.11     0.04    -0.11     0.69
 O  1.23e+07    51.97 |    0.50     1.20 |  124   12 |    0.12    -0.01    -0.09     0.72
 O  1.23e+07    51.97 |   16.90    67.27 |  126    6 |    0.12    -0.07    -0.05     0.78
 O  1.23e+07    51.97 |    0.40     1.16 |  126    5 |    0.17     0.08    -0.07    10.03
 O  1.23e+07    51.97 |   15.90    66.57 |  125    9 |    0.12    -0.02    -0.09    10.52
 O  1.23e+07    51.97 |    0.75     1.79 |  127    0 |    0.15    -0.05    -0.12    19.88
 O  1.23e+07    51.97 |    0.60     1.53 |  127    0 |    0.08     0.02    -0.07     0.56
 O  1.24e+07    51.97 |    0.85     1.46 |  127    0 |    0.13     0.02    -0.08     0.75
 O  1.24e+07    51.97 |   15.85    66.35 |  126    5 |    0.20    -0.03    -0.04    19.75
 O  1.24e+07    51.97 |   16.20    66.73 |  126    2 |    0.15     0.01    -0.08    19.94
 O  1.24e+07    51.97 |   15.95    67.24 |  125   10 |    0.07     0.02    -0.06     0.34
 O  1.24e+07    51.97 |   31.55    92.33 |  121   18 |    0.13     0.01    -0.15     9.76
 O  1.24e+07    51.97 |    0.10     0.44 |  127    0 |    0.18    -0.13    -0.09    19.69
 O  1.24e+07    51.97 |    0.35     0.65 |  127    0 |    0.09    -0.05    -0.12     0.47
 O  1.24e+07    51.97 |   30.95    91.85 |  121   15 |    0.21     0.03    -0.10    19.62
 O  1.25e+07    51.97 |   15.70    66.83 |  127    2 |    0.24     0.10    -0.07    19.39
 O  1.25e+07    51.97 |    0.75     1.44 |  127    0 |    0.13     0.00    -0.11     0.59
 O  1.25e+07    51.97 |    0.80     1.29 |  126    6 |    0.18     0.04    -0.13    10.09
[34m[1mwandb[39m[22m: Network error resolved after 0:01:29.556625, resuming normal operation.
 O  1.25e+07    51.97 |    0.35     1.15 |  127    0 |    0.18     0.06    -0.09    19.47
 O  1.25e+07    51.97 |   31.50    92.35 |  122   15 |    0.23    -0.00    -0.09    19.36
 O  1.25e+07    51.97 |   15.70    66.61 |  126    4 |    0.15     0.06    -0.08    10.00
 O  1.25e+07    51.97 |   16.05    67.45 |  125   11 |    0.15     0.07    -0.10    10.06
 O  1.25e+07    51.97 |   15.85    66.81 |  126    5 |    0.09    -0.08    -0.07     0.50
 O  1.26e+07    51.97 |    0.55     1.24 |  127    0 |    0.15    -0.05    -0.08    10.03
 O  1.26e+07    51.97 |   31.30    92.41 |  125    6 |    0.12    -0.01    -0.11    10.09
 O  1.26e+07    51.97 |    0.70     1.55 |  126    2 |    0.23     0.02    -0.08    18.82
 O  1.26e+07    51.97 |    1.10     1.79 |  127    0 |    0.12    -0.04    -0.10     0.52
 O  1.26e+07    51.97 |   31.00    92.00 |  125    5 |    0.33    -0.12    -0.09    38.84
 O  1.26e+07    51.97 |   15.70    66.61 |  123   16 |    0.24    -0.10    -0.10    19.78
 O  1.26e+07    51.97 |   30.90    91.54 |  121   19 |    0.13     0.03    -0.23    10.00
 O  1.26e+07    51.97 |    0.25     1.09 |  127    0 |    0.16    -0.10    -0.19    18.85
 O  1.26e+07    51.97 |    0.55     1.24 |  127    0 |    0.04     0.07    -0.13     0.12
 O  1.27e+07    51.97 |    0.35     1.15 |  124   15 |    0.22     0.07    -0.15    19.72
 O  1.27e+07    51.97 |   15.55    66.64 |  126    6 |    0.18    -0.07    -0.20    18.94
 O  1.27e+07    51.97 |    0.55     1.40 |  127    0 |    0.19    -0.18    -0.13    19.55
 O  1.27e+07    51.97 |   45.95   109.38 |  115   25 |    0.15     0.07    -0.09    10.03
 O  1.27e+07    51.97 |   15.60    66.63 |  122   19 |    0.21     0.07    -0.15    18.85
 O  1.27e+07    51.97 |   15.75    66.60 |  126    5 |    0.20    -0.01    -0.12    19.66
 O  1.27e+07    51.97 |   15.30    66.69 |  126    4 |    0.12     0.06    -0.14     9.88
 O  1.27e+07    51.97 |   31.00    91.67 |  125    7 |    0.11     0.09    -0.14     0.34
 O  1.28e+07    51.97 |   30.90    91.54 |  124   10 |    0.17     0.04    -0.17    18.94
 O  1.28e+07    51.97 |   16.20    67.42 |  121   18 |    0.11    -0.12    -0.15    10.19
 O  1.28e+07    51.97 |   41.47   104.65 |  122   16 |    0.15     0.05    -0.20    10.00
 O  1.28e+07    51.97 |   15.80    66.59 |  125    8 |    0.05     0.04    -0.15     0.18
 O  1.28e+07    51.97 |    0.45     1.20 |  127    0 |    0.13    -0.04    -0.16     9.75
 O  1.28e+07    51.97 |   16.20    67.41 |  123   15 |    0.14     0.05    -0.21     9.97
 O  1.28e+07    51.97 |    0.25     1.09 |  123   17 |    0.19     0.08    -0.12    10.03
 O  1.28e+07    51.97 |    0.55     1.24 |  125   10 |    0.07    -0.05    -0.16     0.41
 O  1.29e+07    51.97 |   16.20    66.73 |  126    2 |    0.12    -0.01    -0.20     0.47
 O  1.29e+07    51.97 |   45.95   109.38 |  126    2 |    0.20    -0.12    -0.15    19.06
 O  1.29e+07    51.97 |   30.80    91.74 |  124   13 |    0.16     0.04    -0.14    10.00
 O  1.29e+07    51.97 |   46.45   109.04 |  120   18 |    0.24     0.03    -0.13    19.22
 O  1.29e+07    51.97 |   15.40    66.67 |  127    0 |    0.21    -0.01    -0.16    28.30
 O  1.29e+07    51.97 |   46.10   108.90 |  121   15 |    0.20    -0.10    -0.14    19.24
 O  1.29e+07    51.97 |    0.40     0.80 |  127    0 |    0.11    -0.09    -0.16     0.62
 O  1.29e+07    51.97 |   31.45    91.20 |  122   16 |    0.18    -0.10    -0.12    10.61
 O  1.30e+07    51.97 |   30.55    91.65 |  123   11 |    0.25     0.04    -0.15    18.88
 O  1.30e+07    51.97 |   15.90    66.57 |  122   17 |    0.20    -0.05    -0.16    19.41
 O  1.30e+07    51.97 |   15.55    66.87 |  124    9 |    0.27    -0.03    -0.14    36.85
 O  1.30e+07    51.97 |   46.35   109.22 |  123    9 |    0.18    -0.03    -0.16    19.00
 O  1.30e+07    51.97 |   31.30    92.41 |  121   18 |    0.10     0.06    -0.20     0.66
 O  1.30e+07    51.97 |   46.80   110.01 |  116   23 |    0.10    -0.02    -0.21     0.50
 O  1.30e+07    51.97 |   16.00    67.46 |  126    5 |    0.20    -0.01    -0.15    18.35
 O  1.30e+07    51.97 |    0.85     1.49 |  127    0 |    0.08    -0.04    -0.16     0.22
 O  1.31e+07    51.97 |   16.00    66.54 |  122   15 |    0.13    -0.01    -0.18    19.38
 O  1.31e+07    51.97 |    0.35     1.15 |  127    0 |    0.15    -0.07    -0.11    19.78
 O  1.31e+07    51.97 |   41.27   104.34 |  120   19 |    0.16     0.00    -0.16     9.64
 O  1.31e+07    51.97 |    0.65     1.42 |  127    0 |    0.16    -0.05    -0.19     9.61
 O  1.31e+07    51.97 |   47.00   108.68 |  124    8 |    0.22     0.00    -0.14    26.74
 O  1.31e+07    51.97 |    0.35     1.11 |  126    2 |    0.16     0.04    -0.14    10.25
 O  1.31e+07    51.97 |    0.15     0.36 |  127    0 |    0.23     0.01    -0.15    28.88
 O  1.31e+07    51.97 |   16.55    66.20 |  126    4 |    0.16     0.07    -0.12    10.09
 O  1.32e+07    51.97 |   46.50   108.88 |  123    9 |    0.20     0.08    -0.13    10.16
 O  1.32e+07    51.97 |    0.75     1.55 |  124   13 |    0.13    -0.06    -0.14    18.74
 O  1.32e+07    51.97 |    0.40     0.80 |  124   14 |    0.14     0.07    -0.23    10.22
 O  1.32e+07    51.97 |    0.15     0.48 |  127    0 |    0.19    -0.03    -0.14    10.06
 O  1.32e+07    51.97 |   15.85    66.58 |  125   11 |    0.18     0.03    -0.14    19.55
 O  1.32e+07    51.97 |   15.80    67.04 |  126    4 |    0.22    -0.01    -0.16    27.24
 O  1.32e+07    51.97 |    0.85     1.62 |  121   17 |    0.14    -0.05    -0.17     9.38
 O  1.32e+07    51.97 |    0.45     1.12 |  125    8 |    0.25     0.02    -0.17    20.19
 O  1.33e+07    51.97 |   15.90    66.80 |  127    1 |    0.18     0.07    -0.15    27.65
 O  1.33e+07    51.97 |   31.15    91.63 |  125    8 |    0.18    -0.06    -0.12    27.50
 O  1.33e+07    51.97 |    0.65     1.28 |  125    9 |    0.17    -0.05    -0.19    19.81
 O  1.33e+07    51.97 |   16.25    66.50 |  122   17 |    0.20    -0.06    -0.18     9.85
 O  1.33e+07    51.97 |   31.05    92.32 |  121   18 |    0.23    -0.13    -0.11    36.38
 O  1.33e+07    51.97 |   16.10    67.67 |  121   20 |    0.18     0.03    -0.13    19.06
 O  1.33e+07    51.97 |   45.95   109.38 |  115   22 |    0.09     0.03    -0.14     9.82
 O  1.33e+07    51.97 |   31.95    91.20 |  125    7 |    0.18     0.01    -0.17    28.30
 O  1.33e+07    51.97 |   46.55   109.56 |  120   18 |    0.14    -0.02    -0.24     9.73
 O  1.34e+07    51.97 |   31.00    91.51 |  125    7 |    0.24    -0.17    -0.19    28.97
 O  1.34e+07    51.97 |   30.65    91.62 |  117   21 |    0.23    -0.03    -0.11    29.06
 O  1.34e+07    51.97 |   15.65    66.39 |  125   10 |    0.19    -0.04    -0.10    19.21
 O  1.34e+07    51.97 |   46.80   108.76 |  120   17 |    0.17     0.03    -0.21    18.76
 O  1.34e+07    51.97 |    1.30     1.90 |  127    0 |    0.22    -0.10    -0.18    36.35
 O  1.34e+07    51.97 |    0.55     1.24 |  119   25 |    0.29     0.02    -0.10    36.32
 O  1.34e+07    51.97 |   30.85    91.72 |  123   14 |    0.22    -0.03    -0.15    27.71
 O  1.34e+07    51.97 |   46.20   109.70 |  114   27 |    0.15     0.06    -0.11     9.73
O  1.35e+07    61.20 |
 O  1.35e+07    61.20 |   61.20   122.23 |  121   17 |    0.16     0.01    -0.17    18.65
 O  1.35e+07    61.20 |    0.20     0.60 |  121   12 |    0.21     0.01    -0.10    27.35
 O  1.35e+07    61.20 |   45.85   109.14 |  121   15 |    0.16     0.02    -0.20    18.79
 O  1.35e+07    61.20 |   52.03   113.95 |  120   17 |    0.41     0.06    -0.08    63.38
 O  1.35e+07    61.20 |   30.70    91.77 |  115   28 |    0.22    -0.02    -0.14    27.44
 O  1.35e+07    61.20 |   31.30    91.58 |  120   22 |    0.19     0.04    -0.18    18.76
 O  1.35e+07    61.20 |    0.40     0.80 |  127    0 |    0.18    -0.01    -0.19    19.15
 O  1.35e+07    61.20 |   46.35   109.08 |  123   11 |    0.10     0.00    -0.16     9.73
 O  1.36e+07    61.20 |   16.10    67.44 |  125    9 |    0.35    -0.01    -0.11    38.06
 O  1.36e+07    61.20 |   46.40   109.62 |  119   17 |    0.25    -0.14    -0.18    29.00
 O  1.36e+07    61.20 |    0.60     1.53 |  127    0 |    0.20     0.04    -0.18    18.12
